frame_no,frame_type,temporal,layer,qid,qp,y_psnr,u_psnr,v_psnr,bits
623,P,2,1,0,33,32.7331,33.1083,34.6372,33248
623,P,2,2,0,30,34.177,35.2627,36.4311,78576
628,P,0,0,0,30,33.6933,35.3115,36.2731,94440
628,P,0,1,0,29,34.5933,36.189,37.1153,99928
628,P,0,2,0,26,37.2483,39.6759,40.5098,250960
626,P,1,0,0,33,33.0779,32.7128,34.5411,36256
626,P,1,1,0,32,33.3856,34.0575,35.4712,50336
626,P,1,2,0,29,35.1967,36.7352,37.8521,135280
625,P,2,0,0,34,32.889,32.1313,34.4769,21088
625,P,2,1,0,33,32.7267,33.2597,34.8949,33296
625,P,2,2,0,30,34.247,35.1053,36.3618,78080
627,P,2,0,0,34,32.6845,31.9221,34.0024,23072
627,P,2,1,0,33,32.7868,32.8596,34.8158,30256
627,P,2,2,0,30,34.2527,35.17,36.5196,79312
632,P,0,0,0,30,33.6939,35.5782,36.5944,112584
632,P,0,1,0,29,34.6987,36.6474,37.4595,101776
632,P,0,2,0,26,37.3335,39.6953,40.6395,250424
630,P,1,0,0,33,32.9877,32.8591,34.4656,40776
630,P,1,1,0,32,33.3849,33.9545,35.4316,48384
630,P,1,2,0,29,35.215,36.7019,38.058,138904
629,P,2,0,0,34,32.6176,31.5084,33.7672,23848
629,P,2,1,0,33,32.773,32.7366,34.7322,30152
629,P,2,2,0,30,34.2071,35.1894,36.5603,80640
631,P,2,0,0,34,32.7496,31.7077,33.9113,23896
631,P,2,1,0,33,32.7547,33.1156,34.9004,33104
631,P,2,2,0,30,34.1712,35.1144,36.7122,81008
636,P,0,0,0,30,33.6958,35.658,36.6599,115880
636,P,0,1,0,29,34.6384,36.4304,37.4073,101512
636,P,0,2,0,26,37.2591,39.6319,40.6563,248360
634,P,1,0,0,33,32.9638,32.7217,34.4931,38856
634,P,1,1,0,32,33.3579,34.1339,35.5307,51352
634,P,1,2,0,29,35.209,36.7801,38.0922,137600
633,P,2,0,0,34,32.5903,31.6436,33.8805,23896
633,P,2,1,0,33,32.7126,33.1108,34.7764,31944
633,P,2,2,0,30,34.2517,35.1391,36.7628,81840
635,P,2,0,0,34,32.6328,31.7212,33.935,23784
635,P,2,1,0,33,32.6724,32.9837,34.921,33400
635,P,2,2,0,30,34.2251,35.1732,36.5554,80584
640,P,0,0,0,30,33.6341,35.7118,36.515,112168
640,P,0,1,0,29,34.6985,36.5865,37.4061,107272
640,P,0,2,0,26,37.2388,39.6569,40.7035,248384
638,P,1,0,0,33,32.9906,32.7328,34.3885,39944
638,P,1,1,0,32,33.3448,34.1517,35.4648,51048
638,P,1,2,0,29,35.2116,36.8509,38.1701,141400
637,P,2,0,0,34,32.6441,31.7717,33.9409,24496
637,P,2,1,0,33,32.7594,32.9436,34.8047,31376
637,P,2,2,0,30,34.2797,35.0805,36.573,79344
639,P,2,0,0,34,32.5548,31.804,34.0341,25184
639,P,2,1,0,33,32.6669,33.0189,34.8389,31408
639,P,2,2,0,30,34.1236,35.1801,36.5989,82376
644,P,0,0,0,30,33.7205,35.6602,36.4442,119064
644,P,0,1,0,29,34.7062,36.5605,37.5241,102248
644,P,0,2,0,26,37.298,39.667,40.6445,249712
642,P,1,0,0,33,33.0744,33.0194,34.3186,40248
642,P,1,1,0,32,33.3616,34.2513,35.3947,48528
642,P,1,2,0,29,35.2199,36.7875,38.0609,141216
641,P,2,0,0,34,32.7006,31.7578,34.0335,24320
641,P,2,1,0,33,32.7571,33.0167,34.8549,32848
641,P,2,2,0,30,34.1445,35.1631,36.6385,82128
643,P,2,0,0,34,32.6609,31.9736,33.9265,25688
643,P,2,1,0,33,32.7311,33.0487,34.8258,31008
643,P,2,2,0,30,34.1955,35.1926,36.6993,83168
648,P,0,0,0,30,33.6492,35.689,36.4516,112600
648,P,0,1,0,29,34.6727,36.5394,37.418,100832
648,P,0,2,0,26,37.2974,39.677,40.7209,249768
646,P,1,0,0,33,33.0231,33.0441,34.4003,41680
646,P,1,1,0,32,33.3591,34.142,35.4567,50512
646,P,1,2,0,29,35.2576,36.8023,38.0837,135640
645,P,2,0,0,34,32.6973,31.8085,33.9021,24448
645,P,2,1,0,33,32.8023,32.9086,34.987,31008
645,P,2,2,0,30,34.2593,35.0238,36.6225,80920
647,P,2,0,0,34,32.6805,32.0686,33.6952,24224
647,P,2,1,0,33,32.7021,33.0586,34.9941,33168
647,P,2,2,0,30,34.1774,35.0668,36.7405,79928
652,P,0,0,0,30,33.7078,35.7562,36.515,120032
652,P,0,1,0,29,34.6837,36.5995,37.5075,105592
652,P,0,2,0,26,37.2816,39.572,40.6849,253296
650,P,1,0,0,33,32.9941,32.9931,34.4666,40896
650,P,1,1,0,32,33.3713,34.0526,35.5771,51472
650,P,1,2,0,29,35.2071,36.7427,38.258,138384
649,P,2,0,0,34,32.6425,31.9999,33.5451,25496
649,P,2,1,0,33,32.7982,32.9682,34.9533,31400
649,P,2,2,0,30,34.2277,35.0781,36.8439,81352
651,P,2,0,0,34,32.7212,31.9135,33.8819,25568
651,P,2,1,0,33,32.7414,32.847,34.7584,32232
651,P,2,2,0,30,34.2156,35.0052,36.6391,80904
656,P,0,0,0,30,33.6137,35.6408,36.5237,108568
656,P,0,1,0,29,34.6317,36.3778,37.5541,101264
656,P,0,2,0,26,37.2918,39.6737,40.7177,251192
654,P,1,0,0,33,32.9266,32.4884,34.1519,38744
654,P,1,1,0,32,33.3454,33.9056,35.4962,50808
654,P,1,2,0,29,35.2296,36.6984,38.2203,137224
653,P,2,0,0,34,32.7033,31.7415,33.7443,24400
653,P,2,1,0,33,32.8441,32.7788,34.7527,31888
653,P,2,2,0,30,34.2476,35.1241,36.6864,81944
655,P,2,0,0,34,32.6424,31.7594,33.7826,23984
655,P,2,1,0,33,32.7359,32.8218,34.8041,31952
655,P,2,2,0,30,34.1974,35.0927,36.648,83176
660,P,0,0,0,30,33.7183,35.7304,36.8319,121032
660,P,0,1,0,29,34.701,36.6716,37.5712,110368
660,P,0,2,0,26,37.3194,39.6538,40.6621,252856
658,P,1,0,0,33,33.0372,32.8833,34.7311,41688
658,P,1,1,0,32,33.3352,34.1871,35.7905,50072
658,P,1,2,0,29,35.2064,36.8615,38.2193,140912
657,P,2,0,0,34,32.64,31.6416,33.8532,25600
657,P,2,1,0,33,32.8071,32.6742,34.694,30568
657,P,2,2,0,30,34.2374,35.104,36.7907,83744
659,P,2,0,0,34,32.6649,31.8272,34.0012,25288
659,P,2,1,0,33,32.773,32.7539,34.8649,31288
659,P,2,2,0,30,34.1777,35.056,36.702,79712
664,P,0,0,0,30,33.7195,35.5952,36.7242,117368
664,P,0,1,0,29,34.6823,36.4811,37.4373,103824
664,P,0,2,0,26,37.2944,39.608,40.7056,249784
662,P,1,0,0,33,33.0458,32.9612,34.6732,42696
662,P,1,1,0,32,33.4142,34.0345,35.6893,49952
662,P,1,2,0,29,35.2078,36.7569,38.1364,138552
661,P,2,0,0,34,32.7018,31.8387,34.0601,25472
661,P,2,1,0,33,32.839,32.6085,34.8255,29568
661,P,2,2,0,30,34.2521,35.0059,36.8161,80704
663,P,2,0,0,34,32.7716,31.6818,33.9891,23872
663,P,2,1,0,33,32.7641,32.7458,34.9801,32096
663,P,2,2,0,30,34.203,35.0599,36.8747,80472
668,P,0,0,0,30,33.8003,35.6414,37.0134,120088
668,P,0,1,0,29,34.6824,36.6152,37.5856,106816
668,P,0,2,0,26,37.3221,39.6453,40.7195,253120
666,P,1,0,0,33,32.9979,32.5582,34.5454,40472
666,P,1,1,0,32,33.3513,33.8369,35.6703,49032
666,P,1,2,0,29,35.164,36.7854,38.1751,139392
665,P,2,0,0,34,32.7479,31.6487,33.9102,23856
665,P,2,1,0,33,32.7297,32.7655,34.9724,32352
665,P,2,2,0,30,34.1298,34.9793,36.8905,83680
667,P,2,0,0,34,32.7123,31.461,33.9224,25904
667,P,2,1,0,33,32.8079,32.5338,35.0526,31216
667,P,2,2,0,30,34.2789,34.8054,36.6281,78656
672,I,0,0,0,30,33.9986,36.8695,37.8836,161664
672,I,0,1,0,29,34.7398,36.8695,37.8836,91592
672,I,0,2,0,26,37.2887,39.6066,40.7944,252568
670,P,1,0,0,33,33.1858,33.1854,34.9202,42696
670,P,1,1,0,32,33.4089,34.1806,35.8724,51648
670,P,1,2,0,29,35.2227,36.8932,38.2476,139640
669,P,2,0,0,34,32.7333,31.5054,34.0928,26168
669,P,2,1,0,33,32.7375,32.5868,34.9865,31728
669,P,2,2,0,30,34.1097,34.9109,36.8574,86104
671,P,2,0,0,34,32.846,31.7946,34.3553,24200
671,P,2,1,0,33,32.7106,32.7327,34.9561,31664
671,P,2,2,0,30,34.2488,34.9497,36.7278,80344
676,P,0,0,0,30,33.6977,35.1608,36.5323,95704
676,P,0,1,0,29,34.6318,36.3014,37.4578,103232
676,P,0,2,0,26,37.275,39.6254,40.7155,252760
674,P,1,0,0,33,33.0133,32.3187,34.6649,37936
674,P,1,1,0,32,33.3275,33.6024,35.6946,50472
674,P,1,2,0,29,35.1596,36.6482,38.1966,136976
673,P,2,0,0,34,32.8775,31.7903,34.4256,23664
673,P,2,1,0,33,32.7656,32.6334,35.137,31160
673,P,2,2,0,30,34.2681,34.9576,36.807,81320
675,P,2,0,0,34,32.725,31.371,33.9421,25424
675,P,2,1,0,33,32.7674,32.3993,34.7835,30424
675,P,2,2,0,30,34.2179,35.029,36.7121,80992
680,P,0,0,0,30,33.7015,35.2222,36.7365,114992
680,P,0,1,0,29,34.6431,36.4788,37.5608,101008
680,P,0,2,0,26,37.3212,39.5754,40.7195,252408
678,P,1,0,0,33,33.0602,32.5206,34.5002,42176
678,P,1,1,0,32,33.384,33.7265,35.6527,49888
678,P,1,2,0,29,35.1884,36.6755,38.1735,135992
677,P,2,0,0,34,32.6796,31.2177,33.9078,25208
677,P,2,1,0,33,32.8133,32.5672,34.9169,30328
677,P,2,2,0,30,34.1971,34.9233,36.6932,81096
679,P,2,0,0,34,32.6576,31.6447,34.2018,28104
679,P,2,1,0,33,32.6854,32.5201,34.9776,31384
679,P,2,2,0,30,34.0938,34.9636,36.6461,84560
684,P,0,0,0,30,33.7237,35.5403,36.8117,117344
684,P,0,1,0,29,34.6953,36.5586,37.6206,108120
684,P,0,2,0,26,37.3105,39.5799,40.6915,250384
682,P,1,0,0,33,33.0133,32.7445,34.7631,43744
682,P,1,1,0,32,33.358,33.9496,35.8628,51144
682,P,1,2,0,29,35.1843,36.8867,38.3652,144288
681,P,2,0,0,34,32.6311,31.2761,34.035,26040
681,P,2,1,0,33,32.6366,32.5385,35.0168,33024
681,P,2,2,0,30,34.1467,34.8961,36.5597,81848
683,P,2,0,0,34,32.6607,31.4818,33.9677,25744
683,P,2,1,0,33,32.7881,32.5737,35.0031,32184
683,P,2,2,0,30,34.2189,35.0483,36.567,77720
688,P,0,0,0,30,33.7351,35.2529,36.7664,119712
688,P,0,1,0,29,34.6753,36.4089,37.6689,103688
688,P,0,2,0,26,37.2725,39.5972,40.6825,252968
686,P,1,0,0,33,33.0321,32.7404,34.6482,42840
686,P,1,1,0,32,33.4245,33.7509,35.5898,49888
686,P,1,2,0,29,35.2113,36.6595,38.1039,140280
685,P,2,0,0,34,32.7467,31.3297,33.933,24488
685,P,2,1,0,33,32.7729,32.4792,34.8801,31816
685,P,2,2,0,30,34.2146,34.9618,36.5795,79752
687,P,2,0,0,34,32.719,31.4082,33.8689,23552
687,P,2,1,0,33,32.7925,32.5653,34.9491,31592
687,P,2,2,0,30,34.2546,34.9574,36.4887,80192
692,P,0,0,0,30,33.801,35.5497,36.8463,121760
692,P,0,1,0,29,34.7044,36.5409,37.5354,106136
692,P,0,2,0,26,37.2919,39.6027,40.7291,250600
690,P,1,0,0,33,33.0564,32.7289,34.6571,43680
690,P,1,1,0,32,33.4061,33.9404,35.8097,50336
690,P,1,2,0,29,35.2188,36.741,38.3416,140640
689,P,2,0,0,34,32.6999,31.4921,33.8702,24832
689,P,2,1,0,33,32.7129,32.5855,34.9152,32288
689,P,2,2,0,30,34.2484,34.917,36.5219,80240
691,P,2,0,0,34,32.7622,31.4937,33.7968,23144
691,P,2,1,0,33,32.7727,32.5197,34.8561,31040
691,P,2,2,0,30,34.1871,34.9993,36.3668,81760
696,P,0,0,0,30,33.63,35.2032,36.6819,112232
696,P,0,1,0,29,34.6565,36.5427,37.5421,105552
696,P,0,2,0,26,37.2254,39.5375,40.6637,252232
694,P,1,0,0,33,32.9865,32.1968,34.3089,38384
694,P,1,1,0,32,33.3528,33.6141,35.2559,49936
694,P,1,2,0,29,35.2132,36.5897,38.0257,135912
693,P,2,0,0,34,32.7361,31.4051,33.6858,23176
693,P,2,1,0,33,32.7423,32.5255,34.7277,30896
693,P,2,2,0,30,34.1965,34.9702,36.497,82808
695,P,2,0,0,34,32.7094,31.6122,33.8415,22488
695,P,2,1,0,33,32.7313,32.6799,34.6192,30440
695,P,2,2,0,30,34.2351,34.9338,36.1783,77216
700,P,0,0,0,30,33.6906,35.9208,36.9255,126896
700,P,0,1,0,29,34.5774,36.577,37.5427,102336
700,P,0,2,0,26,37.1738,39.5048,40.5175,254896
698,P,1,0,0,33,32.9504,32.5652,34.5989,39904
698,P,1,1,0,32,33.3491,33.8818,35.5345,51064
698,P,1,2,0,29,35.1313,36.6707,37.9405,138000
697,P,2,0,0,34,32.6234,31.4599,33.8212,23000
697,P,2,1,0,33,32.7116,32.5905,34.6649,30096
697,P,2,2,0,30,34.0869,34.9149,36.4396,81464
699,P,2,0,0,34,32.7617,31.5414,33.8702,19856
699,P,2,1,0,33,32.6942,32.6471,34.7556,31304
699,P,2,2,0,30,34.1693,34.8261,36.2831,77688
704,P,0,0,0,30,33.5019,35.378,36.5109,109232
704,P,0,1,0,29,34.4822,36.3889,37.3424,106232
704,P,0,2,0,26,37.1101,39.4302,40.3596,254528
702,P,1,0,0,33,32.8266,32.2247,34.3303,35296
702,P,1,1,0,32,33.187,33.6969,35.4994,50568
702,P,1,2,0,29,35.0601,36.5294,37.7749,136152
701,P,2,0,0,34,32.6942,31.5145,34.0633,19608
701,P,2,1,0,33,32.7087,32.7051,34.7345,29680
701,P,2,2,0,30,34.1042,34.9138,36.3384,79240
703,P,2,0,0,34,32.7136,31.3857,33.7883,16320
703,P,2,1,0,33,32.7249,32.4729,34.6614,30664
703,P,2,2,0,30,34.0586,34.9447,36.4054,81840
708,P,0,0,0,30,33.5349,35.4433,36.5476,120848
708,P,0,1,0,29,34.4574,36.3618,37.368,107344
708,P,0,2,0,26,37.0577,39.3996,40.3215,254928
706,P,1,0,0,33,32.8613,32.5163,34.4007,36264
706,P,1,1,0,32,33.2253,33.9068,35.4082,50928
706,P,1,2,0,29,35.0819,36.6598,37.988,140072
705,P,2,0,0,34,32.6413,31.2955,33.7263,15432
705,P,2,1,0,33,32.6881,32.5394,34.6932,32000
705,P,2,2,0,30,33.9709,34.8448,36.508,82544
707,P,2,0,0,34,32.7708,31.3709,33.6389,12616
707,P,2,1,0,33,32.6667,32.7221,34.6592,31896
707,P,2,2,0,30,34.047,34.7646,36.4591,77512
712,P,0,0,0,30,33.4356,35.3258,36.187,113304
712,P,0,1,0,29,34.4245,36.2164,37.2446,104088
712,P,0,2,0,26,37.0508,39.3471,40.2769,256592
710,P,1,0,0,33,32.811,32.4223,34.1751,29696
710,P,1,1,0,32,33.16,33.7048,35.256,51912
710,P,1,2,0,29,34.9641,36.4703,37.866,138736
709,P,2,0,0,34,32.6775,31.1827,33.5439,12328
709,P,2,1,0,33,32.6366,32.5944,34.6756,31424
709,P,2,2,0,30,34.0293,34.9408,36.5299,82464
711,P,2,0,0,34,32.7606,30.9624,33.5093,11080
711,P,2,1,0,33,32.8046,32.4518,34.3777,29392
711,P,2,2,0,30,34.0915,34.8156,36.3555,76712
716,P,0,0,0,30,33.4862,35.5026,36.6833,122584
716,P,0,1,0,29,34.4798,36.3199,37.2947,111400
716,P,0,2,0,26,37.051,39.3127,40.3992,260056
714,P,1,0,0,33,32.8275,32.5901,34.4197,30888
714,P,1,1,0,32,33.1783,33.9836,35.496,48664
714,P,1,2,0,29,34.9578,36.4117,37.8527,137872
713,P,2,0,0,34,32.7655,30.9334,33.4144,10856
713,P,2,1,0,33,32.6814,32.4368,34.4635,29832
713,P,2,2,0,30,33.9824,34.8052,36.4367,81736
715,P,2,0,0,34,32.8583,30.9193,33.3166,10088
715,P,2,1,0,33,32.8388,32.2406,34.4668,26176
715,P,2,2,0,30,34.0304,34.786,36.1626,75656
720,I,0,0,0,30,33.7283,36.627,37.4346,163752
720,I,0,1,0,29,34.4826,36.627,37.4346,92792
720,I,0,2,0,26,37.0578,39.3413,40.3985,261144
718,P,1,0,0,33,32.9117,33.0391,34.5844,29672
718,P,1,1,0,32,33.16,34.1356,35.4306,46544
718,P,1,2,0,29,34.9486,36.5801,37.8964,137760
717,P,2,0,0,34,32.8461,31.3686,33.8571,13736
717,P,2,1,0,33,32.8612,32.6682,34.6982,24144
717,P,2,2,0,30,34.0739,34.772,36.1429,75680
719,P,2,0,0,34,32.9828,31.443,33.4815,10864
719,P,2,1,0,33,32.9941,32.493,34.4008,22136
719,P,2,2,0,30,34.123,34.691,35.9643,71112
724,P,0,0,0,30,33.2718,35.0206,35.916,88296
724,P,0,1,0,29,34.3978,35.9584,37.0372,112208
724,P,0,2,0,26,37.0686,39.3703,40.3137,261984
722,P,1,0,0,33,32.7058,31.9108,33.7953,20064
722,P,1,1,0,32,33.0784,33.5418,34.8549,44728
722,P,1,2,0,29,34.9669,36.4062,37.6426,136648
721,P,2,0,0,34,33.0011,31.4397,33.8555,10560
721,P,2,1,0,33,32.9282,32.4761,34.4392,22808
721,P,2,2,0,30,34.1584,34.657,36.1219,70056
723,P,2,0,0,34,32.9167,31.0485,33.2207,11304
723,P,2,1,0,33,33.1271,32.181,34.18,20280
723,P,2,2,0,30,34.1911,34.7081,36.0437,70568
728,P,0,0,0,30,33.2858,35.246,36.1307,105592
728,P,0,1,0,29,34.4206,36.2805,37.0735,112176
728,P,0,2,0,26,37.0378,39.2752,40.3239,262632
726,P,1,0,0,33,32.8759,32.2753,33.5936,23888
726,P,1,1,0,32,33.2155,33.5333,34.8458,42904
726,P,1,2,0,29,35.0027,36.2482,37.4784,126080
725,P,2,0,0,34,32.7171,30.9184,33.1719,12784
725,P,2,1,0,33,33.0514,32.0909,34.2854,19952
725,P,2,2,0,30,34.207,34.5133,36.0728,70112
727,P,2,0,0,34,32.9092,30.8726,33.0544,10560
727,P,2,1,0,33,33.0782,32.0864,34.1311,21408
727,P,2,2,0,30,34.2802,34.681,36.1454,69656
732,P,0,0,0,30,33.3925,35.0004,36.1573,112808
732,P,0,1,0,29,34.3641,36.08,36.9667,105304
732,P,0,2,0,26,37.0379,39.2669,40.3052,258752
730,P,1,0,0,33,32.9407,32.2339,33.9191,25928
730,P,1,1,0,32,33.2513,33.3711,34.9594,42336
730,P,1,2,0,29,35.016,36.3288,37.799,135336
729,P,2,0,0,34,32.8889,31.0533,33.2986,11984
729,P,2,1,0,33,32.9623,32.419,34.3237,23976
729,P,2,2,0,30,34.3406,34.5808,36.1326,68384
731,P,2,0,0,34,32.9439,31.0201,33.17,10992
731,P,2,1,0,33,33.0365,32.194,34.1107,21432
731,P,2,2,0,30,34.2841,34.5455,35.9943,68352
736,P,0,0,0,30,33.2959,35.1131,35.811,102184
736,P,0,1,0,29,34.4334,36.0958,37.1122,113760
736,P,0,2,0,26,37.0312,39.277,40.3202,259616
734,P,1,0,0,33,32.936,32.3786,33.9797,25968
734,P,1,1,0,32,33.2255,33.5978,35.1829,44712
734,P,1,2,0,29,35.035,36.3555,37.7719,134752
733,P,2,0,0,34,32.933,30.9049,33.0527,11272
733,P,2,1,0,33,33.0135,32.1337,34.2851,21880
733,P,2,2,0,30,34.3157,34.6187,36.0145,69368
735,P,2,0,0,34,32.8866,30.7534,32.9452,11480
735,P,2,1,0,33,33.0814,32.337,34.0871,23224
735,P,2,2,0,30,34.3224,34.5939,35.9961,68512
740,P,0,0,0,30,33.3939,35.4161,36.2271,113592
740,P,0,1,0,29,34.3807,36.1992,36.9458,104344
740,P,0,2,0,26,37.0649,39.3054,40.2252,264288
738,P,1,0,0,33,32.9199,32.3746,33.9895,26464
738,P,1,1,0,32,33.264,33.5424,34.8928,41384
738,P,1,2,0,29,35.0149,36.2553,37.6626,133048
737,P,2,0,0,34,32.8729,30.9393,33.2116,12552
737,P,2,1,0,33,33.0404,32.2742,34.3468,23152
737,P,2,2,0,30,34.268,34.5309,35.9713,69792
739,P,2,0,0,34,32.9312,30.8959,33.1427,11248
739,P,2,1,0,33,33.1578,32.1312,34.244,21208
739,P,2,2,0,30,34.28,34.5737,36.0017,68968
744,P,0,0,0,30,33.3198,34.9958,35.875,103448
744,P,0,1,0,29,34.3611,36.0823,37.0453,111528
744,P,0,2,0,26,37.0335,39.2819,40.2512,260544
742,P,1,0,0,33,32.8866,32.0907,33.8435,24728
742,P,1,1,0,32,33.2594,33.3631,35.004,42008
742,P,1,2,0,29,35.0063,36.3686,37.6041,132936
741,P,2,0,0,34,32.884,31.013,33.3422,11840
741,P,2,1,0,33,33.0195,32.2616,34.3848,22168
741,P,2,2,0,30,34.299,34.5015,35.9671,68552
743,P,2,0,0,34,32.92,30.9089,33.1146,11464
743,P,2,1,0,33,32.991,32.0724,34.3029,22616
743,P,2,2,0,30,34.1978,34.5906,36.1342,70784
748,P,0,0,0,30,33.3706,35.2651,36.1781,113920
748,P,0,1,0,29,34.366,36.1562,37.0386,106992
748,P,0,2,0,26,37.0513,39.3258,40.3676,263792
746,P,1,0,0,33,32.9035,32.0527,33.7345,25576
746,P,1,1,0,32,33.2446,33.422,35.0898,45392
746,P,1,2,0,29,35.0039,36.141,37.5513,132232
745,P,2,0,0,34,32.8248,30.9196,33.3784,12880
745,P,2,1,0,33,33.0117,31.8901,34.1625,21912
745,P,2,2,0,30,34.2107,34.47,36.0495,71832
747,P,2,0,0,34,32.9138,30.9326,33.1777,11776
747,P,2,1,0,33,33.004,32.1356,34.1033,22648
747,P,2,2,0,30,34.203,34.5309,36.092,70208
752,P,0,0,0,30,33.5883,35.2504,36.5428,116168
752,P,0,1,0,29,34.5376,36.3468,37.3625,109216
752,P,0,2,0,26,37.109,39.5243,40.3556,248960
750,P,1,0,0,33,32.8014,31.9678,33.678,24408
750,P,1,1,0,32,33.1828,33.3515,35.0843,43904
750,P,1,2,0,29,34.9902,36.3853,37.5807,134696
749,P,2,0,0,34,32.8408,30.8536,33.308,12992
749,P,2,1,0,33,32.9739,32.2016,34.1321,22936
749,P,2,2,0,30,34.2103,34.5768,36.042,70480
751,P,2,0,0,34,32.9599,31.0761,33.4257,10664
751,P,2,1,0,33,32.9459,32.4504,34.6399,24272
751,P,2,2,0,30,34.0612,34.7791,36.2346,71240
756,P,0,0,0,30,33.8323,36.2888,37.2485,122960
756,P,0,1,0,29,34.6408,36.811,37.6877,96344
756,P,0,2,0,26,37.1999,39.6747,40.5987,231328
754,P,1,0,0,33,32.8823,33.1428,34.8229,25360
754,P,1,1,0,32,33.1834,34.1311,35.6594,38864
754,P,1,2,0,29,34.9907,36.6881,37.8884,123936
753,P,2,0,0,34,32.9103,31.309,33.791,11408
753,P,2,1,0,33,33.0808,32.425,34.6824,21568
753,P,2,2,0,30,34.2075,34.9085,36.3498,68792
755,P,2,0,0,34,33.1383,31.7636,34.1955,9176
755,P,2,1,0,33,33.2164,32.7005,34.9066,18352
755,P,2,2,0,30,34.3784,35.0784,36.3361,59080
760,P,0,0,0,30,33.795,35.9395,37.1612,101888
760,P,0,1,0,29,34.7368,36.9636,38.1122,92904
760,P,0,2,0,26,37.2235,39.9021,40.8628,215896
758,P,1,0,0,33,33.0785,32.7039,34.8428,19008
758,P,1,1,0,32,33.3684,34.1256,35.9116,35464
758,P,1,2,0,29,35.1658,36.7746,38.1456,111024
757,P,2,0,0,34,33.1931,31.6638,34.4617,8480
757,P,2,1,0,33,33.3248,32.776,35.2061,17968
757,P,2,2,0,30,34.4598,35.303,36.7494,61144
759,P,2,0,0,34,33.3599,31.7679,34.6865,7032
759,P,2,1,0,33,33.5001,32.8048,35.3495,15288
759,P,2,2,0,30,34.6415,35.3049,36.8773,51872
764,P,0,0,0,30,34.054,36.6652,38.0852,104992
764,P,0,1,0,29,34.8783,37.1647,38.4732,89016
764,P,0,2,0,26,37.2655,39.9793,41.1773,197528
762,P,1,0,0,33,33.292,33.4543,35.6791,20216
762,P,1,1,0,32,33.6048,34.6036,36.3672,27464
762,P,1,2,0,29,35.2308,37.0985,38.5673,98168
761,P,2,0,0,34,33.2525,32.071,34.8801,7848
761,P,2,1,0,33,33.6159,33.0007,35.5414,14056
761,P,2,2,0,30,34.7733,35.4276,37.0453,51656
763,P,2,0,0,34,33.5506,32.3899,35.384,6312
763,P,2,1,0,33,33.7743,33.2076,35.8373,11976
763,P,2,2,0,30,34.8922,35.5272,37.115,44648
768,I,0,0,0,30,34.2606,37.6892,39.0261,117216
768,I,0,1,0,29,34.9754,37.6892,39.0261,72088
768,I,0,2,0,26,37.3316,40.1477,41.3584,190552
766,P,1,0,0,33,33.3024,33.3455,36.0492,15552
766,P,1,1,0,32,33.7213,34.4352,36.7641,24296
766,P,1,2,0,29,35.3887,37.3782,38.8308,89424
765,P,2,0,0,34,33.4813,32.3862,35.6705,5680
765,P,2,1,0,33,33.8219,33.2896,36.21,11920
765,P,2,2,0,30,34.9335,35.6495,37.4413,45880
767,P,2,0,0,34,33.588,32.7615,36.191,5016
767,P,2,1,0,33,33.8379,33.3102,36.414,11040
767,P,2,2,0,30,35.0233,35.722,37.5841,39904
772,P,0,0,0,30,33.8775,35.9756,38.0013,69320
772,P,0,1,0,29,34.976,37.429,39.0294,81040
772,P,0,2,0,26,37.4124,40.3176,41.6374,183872
770,P,1,0,0,33,33.5077,33.2211,36.4495,11976
770,P,1,1,0,32,33.8377,34.6002,37.2865,24496
770,P,1,2,0,29,35.5025,37.5918,39.1513,83632
769,P,2,0,0,34,33.8059,32.978,36.6997,4248
769,P,2,1,0,33,33.9872,33.745,37.0456,10704
769,P,2,2,0,30,35.0759,35.819,38.008,41960
771,P,2,0,0,34,33.7843,32.735,36.409,5312
771,P,2,1,0,33,34.1083,33.6892,36.9549,9744
771,P,2,2,0,30,35.0172,35.9618,38.1293,41968
776,P,0,0,0,30,34.2264,37.0851,39.0035,94584
776,P,0,1,0,29,35.1676,37.7479,39.5306,80384
776,P,0,2,0,26,37.4709,40.4007,41.7982,175928
774,P,1,0,0,33,33.5904,33.9853,36.8625,16096
774,P,1,1,0,32,33.9384,34.8468,37.5984,21696
774,P,1,2,0,29,35.5699,37.6536,39.6003,81024
773,P,2,0,0,34,33.3908,32.7624,36.4286,6152
773,P,2,1,0,33,33.9893,33.8259,37.2886,9648
773,P,2,2,0,30,35.0935,36.127,38.309,41560
775,P,2,0,0,34,33.8062,32.9212,37.0419,4784
775,P,2,1,0,33,34.0651,33.829,37.5427,11544
775,P,2,2,0,30,35.1349,36.1768,38.4992,40040
780,P,0,0,0,30,34.0566,36.5819,38.9649,76792
780,P,0,1,0,29,35.1794,37.7371,39.836,78536
780,P,0,2,0,26,37.5432,40.4745,42.1417,173256
778,P,1,0,0,33,33.6044,33.7585,37.0752,13272
778,P,1,1,0,32,33.9821,34.9853,38.0864,23984
778,P,1,2,0,29,35.7019,37.8376,39.9992,80648
777,P,2,0,0,34,33.7957,33.2866,37.4963,5640
777,P,2,1,0,33,34.097,34.0708,37.8036,10824
777,P,2,2,0,30,35.2442,36.063,38.7593,37616
779,P,2,0,0,34,33.8019,32.965,37.2031,5328
779,P,2,1,0,33,34.1228,33.8207,37.8019,11224
779,P,2,2,0,30,35.1647,36.2221,39.0174,41224
